Samplename	experimental_strategy	disease	count	bedlength	TMB
BS_1M63B97V	WGS	HGAT	54	3088286401	0.01748542492124907
BS_1MME7FBS	WGS	HGAT	18	3088286401	0.00582847497374969
BS_1Q524P3B	WGS	HGAT	33	3088286401	0.010685537451874432
BS_1RF75MK2	WGS	Ganglioglioma	2	3088286401	0.0006476083304166322
BS_1RFBH1SP	WGS	Neurofibroma	1	3088286401	0.0003238041652083161
BS_1RTE2KEX	WXS	HGAT	13	149089890	0.08719571796585268
BS_1S2BHJ8K	WGS	Medulloblastoma	121	3088286401	0.03918030399020625
BS_1S5V7WWC	WGS	HGAT	19	3088286401	0.006152279138958007
BS_1VMBA3BN	WGS	LGAT	2	3088286401	0.0006476083304166322
BS_20TBZG09	WGS	HGAT	9638	3088286401	3.1208245442777507
BS_20X874J5	WGS	Medulloblastoma	7	3088286401	0.0022666291564582127
BS_22VCR7DF	WGS	HGAT	40	3088286401	0.012952166608332644
BS_230S192D	WGS	HGAT	24	3088286401	0.007771299964999587
BS_235QEYMQ	WGS	LGAT	14	3088286401	0.0045332583129164255
BS_23ZE42Q3	WGS	HGAT	21	3088286401	0.006799887469374638
BS_245CTSH9	WGS	LGAT	2	3088286401	0.0006476083304166322
BS_25VZM81R	WGS	Other	53	3088286401	0.017161620756040753
BS_2AWCKNB3	WGS	Meningioma	4	3088286401	0.0012952166608332645
BS_2CD1XWVP	WGS	Dysplasia	3	3088286401	0.0009714124956249484
BS_2CQ6K2JW	WGS	LGAT	2	3088286401	0.0006476083304166322
BS_2F70R10Z	WGS	LGAT	3	3088286401	0.0009714124956249484
BS_2HDEZFTW	WXS	HGAT	12	149089890	0.08048835504540247
BS_2HNHCSNB	WGS	LGAT	1	3088286401	0.0003238041652083161
BS_2J4FG4HV	WGS	Medulloblastoma	16	3088286401	0.005180866643333058
BS_2JDVY4F7	WGS	LGAT	1	3088286401	0.0003238041652083161
BS_2KMB51YF	WXS	HGAT	2	149089890	0.013414725840900412
BS_2NN6ME5A	WGS	LGAT	16	3088286401	0.005180866643333058
BS_2P7MJGM7	WGS	Ependymoma	2	3088286401	0.0006476083304166322
BS_2RJN5Z4W	WGS	LGAT	2	3088286401	0.0006476083304166322
BS_2RX2NF1Q	WGS	Medulloblastoma	46	3088286401	0.014894991599582541
BS_2SG8JNMB	WGS	LGAT	8	3088286401	0.002590433321666529
BS_2VB8649B	WGS	LGAT	6	3088286401	0.0019428249912498967
BS_2VHFP7M8	WGS	Craniopharyngioma	1	3088286401	0.0003238041652083161
BS_2W200YK5	WGS	Meningioma	8	3088286401	0.002590433321666529
BS_2Z9JQDPV	WGS	Other	2	3088286401	0.0006476083304166322
BS_30W38X77	WGS	LGAT	2	3088286401	0.0006476083304166322
BS_3108RS7G	WGS	LGAT	3	3088286401	0.0009714124956249484
BS_328C4BW5	WXS	HGAT	11	149089890	0.07378099212495227
BS_32HAVF6S	WGS	LGAT	1	3088286401	0.0003238041652083161
BS_32VQRFDS	WGS	Other	1	3088286401	0.0003238041652083161
BS_354DTKHE	WGS	Meningioma	2	3088286401	0.0006476083304166322
BS_36HCZ3KW	WGS	LGAT	1	3088286401	0.0003238041652083161
BS_376Q9QKG	WGS	Ependymoma	1	3088286401	0.0003238041652083161
BS_39Q80NT3	WGS	Medulloblastoma	7	3088286401	0.0022666291564582127
BS_3A0CJMRH	WGS	LGAT	3	3088286401	0.0009714124956249484
BS_3AERRZQT	WGS	LGAT	5	3088286401	0.0016190208260415805
BS_3BMGF6GN	WGS	HGAT	27	3088286401	0.008742712460624535
BS_3C4YAMKJ	WGS	LGAT	1	3088286401	0.0003238041652083161
BS_3CG2N4PD	WGS	Medulloblastoma	36	3088286401	0.01165694994749938
BS_3E5C1PN1	WGS	HGAT	17	3088286401	0.005504670808541374
BS_3JE2T7AR	WGS	Medulloblastoma	6	3088286401	0.0019428249912498967
BS_3MYQP7P5	WGS	LGAT	6	3088286401	0.0019428249912498967
BS_3NX3RBCX	WGS	HGAT	32	3088286401	0.010361733286666116
BS_3P96RT4E	WGS	LGAT	1	3088286401	0.0003238041652083161
BS_3QDRWJCF	WGS	LGAT	1	3088286401	0.0003238041652083161
BS_3R0KN6Z4	WGS	LGAT	1	3088286401	0.0003238041652083161
BS_3VKW5988	WGS	HGAT	6	3088286401	0.0019428249912498967
BS_3Y44RJXS	WGS	Ganglioglioma	2	3088286401	0.0006476083304166322
BS_3Z40EZHD	WGS	HGAT	10	3088286401	0.003238041652083161
BS_3ZMH8578	WGS	LGAT	1	3088286401	0.0003238041652083161
BS_402W79TS	WXS	HGAT	9	149089890	0.06036626628405185
BS_40FX713C	WGS	Medulloblastoma	18	3088286401	0.00582847497374969
BS_40SJZGT2	WGS	LGAT	5	3088286401	0.0016190208260415805
BS_41TD9XET	WGS	LGAT	1	3088286401	0.0003238041652083161
BS_42A66SH4	WGS	Langerhans Cell histiocytosis	2	3088286401	0.0006476083304166322
BS_45913DTA	WGS	LGAT	3	3088286401	0.0009714124956249484
BS_47454JJ6	WGS	LGAT	2	3088286401	0.0006476083304166322
BS_47X3VAM0	WGS	Medulloblastoma	8	3088286401	0.002590433321666529
BS_4DQAQFQH	WGS	HGAT	20	3088286401	0.006476083304166322
BS_4DTX295Z	WGS	Ganglioglioma	18	3088286401	0.00582847497374969
BS_4DY83R02	WGS	Embryonal Tumor	3	3088286401	0.0009714124956249484
BS_4G9Y2VC6	WGS	DNET	2	3088286401	0.0006476083304166322
BS_4GKH983E	WGS	LGAT	16	3088286401	0.005180866643333058
BS_4NPEMNAD	WGS	CNS neuroblastoma	6	3088286401	0.0019428249912498967
BS_4P25NNZD	WGS	LGAT	1	3088286401	0.0003238041652083161
BS_4PAE19ZC	WGS	Ependymoma	1	3088286401	0.0003238041652083161
BS_4QFSH7C4	WGS	LGAT	69	3088286401	0.022342487399373813
BS_4RS1SC48	WGS	Ganglioglioma	4	3088286401	0.0012952166608332645
BS_4T8J7JEP	WGS	Meningioma	1	3088286401	0.0003238041652083161
BS_4Z6F1HJZ	WGS	Other	4	3088286401	0.0012952166608332645
BS_4ZKN0WGS	WGS	LGAT	1	3088286401	0.0003238041652083161
BS_50XV7CTQ	WGS	LGAT	1	3088286401	0.0003238041652083161
BS_52ETE050	WXS	HGAT	3	149089890	0.020122088761350618
BS_53TV75NN	WGS	ATRT	3	3088286401	0.0009714124956249484
BS_541KKASA	WXS	HGAT	17	149089890	0.11402516964765351
BS_55N7KFHW	WGS	Ependymoma	9	3088286401	0.002914237486874845
BS_58X7SKJS	WGS	HGAT	16	3088286401	0.005180866643333058
BS_5968GBGT	WGS	HGAT	11	3088286401	0.0035618458172914772
BS_59FR1NC2	WGS	Chordoma	3	3088286401	0.0009714124956249484
BS_5B6XZ7YP	WGS	Chordoma	10	3088286401	0.003238041652083161
BS_5BMNK8SY	WGS	Medulloblastoma	15	3088286401	0.004857062478124742
BS_5BNV7MCF	WGS	LGAT	1	3088286401	0.0003238041652083161
BS_5CCAC8TZ	WXS	HGAT	10	149089890	0.06707362920450206
BS_5D24XV4T	WGS	Ependymoma	3	3088286401	0.0009714124956249484
BS_5FBN4PPQ	WXS	HGAT	18	149089890	0.1207325325681037
BS_5J5VH3X0	WGS	Embryonal Tumor	1	3088286401	0.0003238041652083161
BS_5JC116NM	WGS	Medulloblastoma	59	3088286401	0.01910444574729065
BS_5KFAEMQJ	WGS	Medulloblastoma	5	3088286401	0.0016190208260415805
BS_5KK9P7XD	WGS	Other	2	3088286401	0.0006476083304166322
BS_5NAKYS1S	WGS	LGAT	1	3088286401	0.0003238041652083161
BS_5R0HHQ1Y	WGS	LGAT	6	3088286401	0.0019428249912498967
BS_5RD8KEED	WGS	Teratoma	5	3088286401	0.0016190208260415805
BS_5S8VXASX	WGS	Schwannoma	1	3088286401	0.0003238041652083161
BS_5V2FBYQG	WGS	Ganglioglioma	2	3088286401	0.0006476083304166322
BS_5V2XCW17	WGS	Ependymoma	3	3088286401	0.0009714124956249484
BS_5WK2KXYW	WGS	ATRT	3	3088286401	0.0009714124956249484
BS_5XZP7F4Q	WGS	Neurofibroma	3	3088286401	0.0009714124956249484
BS_5Y2Q63Y4	WGS	LGAT	1	3088286401	0.0003238041652083161
BS_5Z4XQC9X	WGS	LGAT	12	3088286401	0.0038856499824997935
BS_5ZRZC3ZM	WGS	Ependymoma	2	3088286401	0.0006476083304166322
BS_62XRDTM6	WGS	Ependymoma	1	3088286401	0.0003238041652083161
BS_6687ZNGS	WXS	HGAT	15	149089890	0.10061044380675309
BS_682Z7WH6	WGS	HGAT	14	3088286401	0.0045332583129164255
BS_68TZMZH1	WGS	HGAT	58	3088286401	0.018780641582082334
BS_69VS8PS1	WGS	ETMR	6	3088286401	0.0019428249912498967
BS_6B62YT97	WXS	HGAT	12	149089890	0.08048835504540247
BS_6DT506HY	WXS	HGAT	16	149089890	0.1073178067272033
BS_6F49F7WH	WGS	Chordoma	34	3088286401	0.011009341617082748
BS_6FV7BDE3	WGS	LGAT	1	3088286401	0.0003238041652083161
BS_6FYTRKJJ	WGS	Ependymoma	8	3088286401	0.002590433321666529
BS_6GN1FGTB	WGS	ATRT	2	3088286401	0.0006476083304166322
BS_6GV08HTE	WGS	LGAT	1	3088286401	0.0003238041652083161
BS_6JBE0947	WGS	HGAT	37	3088286401	0.011980754112707697
BS_6NPSZJ4C	WGS	Ependymoma	2	3088286401	0.0006476083304166322
BS_6Q9PMNWY	WGS	LGAT	2	3088286401	0.0006476083304166322
BS_6SA5B35V	WGS	CNS neuroblastoma	5	3088286401	0.0016190208260415805
BS_6T87HSPX	WGS	Ependymoma	8	3088286401	0.002590433321666529
BS_6TMPZKSZ	WGS	Embryonal Tumor	8	3088286401	0.002590433321666529
BS_6VKKMM6M	WGS	ATRT	18	3088286401	0.00582847497374969
BS_6VTQ3W4M	WXS	HGAT	6	149089890	0.040244177522701235
BS_6X2BQQGE	WGS	Ganglioglioma	17	3088286401	0.005504670808541374
BS_6X3Z0AVR	WGS	LGAT	1	3088286401	0.0003238041652083161
BS_6XHDR1WS	WGS	LGAT	2	3088286401	0.0006476083304166322
BS_6XP91JM2	WGS	LGAT	2	3088286401	0.0006476083304166322
BS_6Y7FX7QJ	WGS	Ganglioglioma	1	3088286401	0.0003238041652083161
BS_6Z213H2V	WGS	MPNST	5	3088286401	0.0016190208260415805
BS_6Z4WHYDG	WGS	Ependymoma	5	3088286401	0.0016190208260415805
BS_6ZP2KRPW	WGS	DNET	2	3088286401	0.0006476083304166322
BS_70FKSKM9	WGS	Medulloblastoma	1	3088286401	0.0003238041652083161
BS_71HPXFE7	WGS	Teratoma	2	3088286401	0.0006476083304166322
BS_742CDKAS	WGS	HGAT	65	3088286401	0.021047270738540548
BS_74A1TB03	WGS	ATRT	7	3088286401	0.0022666291564582127
BS_74SJ7YV4	WXS	HGAT	10	149089890	0.06707362920450206
BS_74TZJTW0	WXS	HGAT	13	149089890	0.08719571796585268
BS_78TQS4Y3	WGS	LGAT	1	3088286401	0.0003238041652083161
BS_797V83YM	WGS	Ganglioglioma	1	3088286401	0.0003238041652083161
BS_79NQJZ09	WGS	HGAT	22	3088286401	0.0071236916345829545
BS_79SYEHY3	WGS	HGAT	77	3088286401	0.024932920721040343
BS_7BNQBB26	WGS	Dysplasia	1	3088286401	0.0003238041652083161
BS_7F07M7JG	WGS	Medulloblastoma	4	3088286401	0.0012952166608332645
BS_7GKF6M85	WGS	HGAT	15	3088286401	0.004857062478124742
BS_7HC4W4SA	WGS	LGAT	7	3088286401	0.0022666291564582127
BS_7M6F9GQD	WGS	Medulloblastoma	2	3088286401	0.0006476083304166322
BS_7M7JNG00	WGS	LGAT	11	3088286401	0.0035618458172914772
BS_7PF3C1P7	WGS	HGAT	8	3088286401	0.002590433321666529
BS_7PKPNFFK	WGS	Medulloblastoma	56	3088286401	0.018133033251665702
BS_7XZNDFV4	WGS	Meningioma	5	3088286401	0.0016190208260415805
BS_80078QDG	WGS	HGAT	50	3088286401	0.016190208260415805
BS_80X7AVCP	WGS	Embryonal Tumor	6	3088286401	0.0019428249912498967
BS_8226HD4X	WGS	DNET	1	3088286401	0.0003238041652083161
BS_823V5X6Z	WGS	HGAT	9	3088286401	0.002914237486874845
BS_83MSWR59	WGS	Ependymoma	6	3088286401	0.0019428249912498967
BS_84AQCZE4	WGS	Meningioma	2	3088286401	0.0006476083304166322
BS_853PNV7P	WGS	HGAT	18	3088286401	0.00582847497374969
BS_859AV1DB	WGS	ATRT	2	3088286401	0.0006476083304166322
BS_85Q5P8GF	WGS	HGAT	162	3088286401	0.05245627476374721
BS_85Y70BHE	WGS	Adenoma	2	3088286401	0.0006476083304166322
BS_86QSEFS7	WGS	Ependymoma	37	3088286401	0.011980754112707697
BS_872Q3FK2	WGS	HGAT	74	3088286401	0.023961508225415394
BS_895FJ34T	WGS	LGAT	1	3088286401	0.0003238041652083161
BS_89RCN9PF	WGS	LGAT	1	3088286401	0.0003238041652083161
BS_8AY2GM4G	WGS	HGAT	10509	3088286401	3.402857972174194
BS_8B1YF57H	WGS	LGAT	2	3088286401	0.0006476083304166322
BS_8BD8WD38	WGS	Medulloblastoma	4	3088286401	0.0012952166608332645
BS_8BS10XE2	WGS	Choroid plexus tumor	1	3088286401	0.0003238041652083161
BS_8D52JK1Q	WGS	Other	13	3088286401	0.004209454147708109
BS_8EB1S8MK	WGS	LGAT	2	3088286401	0.0006476083304166322
BS_8FSJDG2T	WGS	HGAT	18	3088286401	0.00582847497374969
BS_8H2XX24V	WGS	Medulloblastoma	11	3088286401	0.0035618458172914772
BS_8Q8CAY84	WGS	Other	1	3088286401	0.0003238041652083161
BS_8Q8N6AHW	WGS	HGAT	40	3088286401	0.012952166608332644
BS_8SETK1J4	WGS	Ependymoma	5	3088286401	0.0016190208260415805
BS_8SYN7GXG	WGS	HGAT	23	3088286401	0.007447495799791271
BS_8W0FNBWF	WGS	LGAT	1	3088286401	0.0003238041652083161
BS_8WJR4AA3	WGS	ATRT	4	3088286401	0.0012952166608332645
BS_8YQGSMDK	WGS	Medulloblastoma	3	3088286401	0.0009714124956249484
BS_922YMFYK	WGS	Neurofibroma	1	3088286401	0.0003238041652083161
BS_928HWFFM	WGS	HGAT	61	3088286401	0.019752054077707283
BS_93B38HPS	WGS	Ganglioglioma	1	3088286401	0.0003238041652083161
BS_93BV8AY9	WGS	Neurofibroma	3	3088286401	0.0009714124956249484
BS_947CK40E	WGS	Other	1	3088286401	0.0003238041652083161
BS_94AP61Q5	WGS	Ganglioglioma	3	3088286401	0.0009714124956249484
BS_95RRF4NE	WGS	LGAT	5	3088286401	0.0016190208260415805
BS_969K7ZM1	WGS	Craniopharyngioma	1	3088286401	0.0003238041652083161
BS_96S0VQBN	WGS	HGAT	57	3088286401	0.018456837416874018
BS_99PPRCW4	WGS	Ependymoma	4	3088286401	0.0012952166608332645
BS_9BF58P80	WGS	Medulloblastoma	5	3088286401	0.0016190208260415805
BS_9BGCH82S	WGS	Glial-neuronal tumor NOS	2	3088286401	0.0006476083304166322
BS_9BN45DFK	WGS	Pineoblastoma	19	3088286401	0.006152279138958007
BS_9CMJ3QF6	WGS	Medulloblastoma	25	3088286401	0.008095104130207902
BS_9D39MFHT	WGS	Medulloblastoma	6	3088286401	0.0019428249912498967
BS_9DM8H1RX	WGS	HGAT	7	3088286401	0.0022666291564582127
BS_9DN4QR6E	WXS	HGAT	17	149089890	0.11402516964765351
BS_9E632VPJ	WGS	Ependymoma	7	3088286401	0.0022666291564582127
BS_9E6Q11G2	WGS	LGAT	1	3088286401	0.0003238041652083161
BS_9F2J6VS1	WGS	Craniopharyngioma	2	3088286401	0.0006476083304166322
BS_9G7ETYHR	WGS	Medulloblastoma	6	3088286401	0.0019428249912498967
BS_9GJHMA3J	WGS	Ependymoma	55	3088286401	0.017809229086457386
BS_9GN1QA3Q	WGS	Chordoma	22	3088286401	0.0071236916345829545
BS_9GSWPZ44	WGS	LGAT	10	3088286401	0.003238041652083161
BS_9HEMB7RK	WGS	Ganglioglioma	8	3088286401	0.002590433321666529
BS_9JVGXA2W	WGS	Ependymoma	2	3088286401	0.0006476083304166322
BS_9KDA3HG6	WGS	ATRT	2	3088286401	0.0006476083304166322
BS_9M49SGAQ	WGS	Ganglioglioma	3	3088286401	0.0009714124956249484
BS_9N3B3HZB	WGS	Ependymoma	5	3088286401	0.0016190208260415805
BS_9NF39QAW	WGS	LGAT	3	3088286401	0.0009714124956249484
BS_9P4NDTKJ	WGS	HGAT	44	3088286401	0.014247383269165909
BS_9PQPZPGM	WGS	Ependymoma	1	3088286401	0.0003238041652083161
BS_9QMVZ4C0	WGS	DNET	1	3088286401	0.0003238041652083161
BS_9SVMVJ45	WGS	CNS EFT-CIC	13	3088286401	0.004209454147708109
BS_9YPJANGX	WGS	Medulloblastoma	10	3088286401	0.003238041652083161
BS_9ZFXXJPK	WGS	Ependymoma	24	3088286401	0.007771299964999587
BS_A1DV9T7G	WGS	Neurofibroma	32	3088286401	0.010361733286666116
BS_A4KYP5H0	WGS	Medulloblastoma	14	3088286401	0.0045332583129164255
BS_A6YJ3WG2	WXS	HGAT	7	149089890	0.046951540443151446
BS_A70G7S2W	WGS	Other	33	3088286401	0.010685537451874432
BS_A94A7EJ4	WGS	ATRT	91	3088286401	0.029466179033956767
BS_A9S5HT6P	WGS	Adenoma	2	3088286401	0.0006476083304166322
BS_ABENB1H2	WGS	LGAT	1	3088286401	0.0003238041652083161
BS_ABZ3BK38	WGS	HGAT	20	3088286401	0.006476083304166322
BS_ACE6QKVF	WGS	Craniopharyngioma	2	3088286401	0.0006476083304166322
BS_ACTR13BQ	WGS	Craniopharyngioma	2	3088286401	0.0006476083304166322
BS_AEEKJ1QK	WXS	HGAT	5	149089890	0.03353681460225103
BS_AEMRNSQX	WGS	LGAT	6	3088286401	0.0019428249912498967
BS_AF5D41PD	WGS	HGAT	7	3088286401	0.0022666291564582127
BS_AFAHY6HP	WGS	HGAT	9	3088286401	0.002914237486874845
BS_AFBPM6CN	WGS	HGAT	111	3088286401	0.03594226233812309
BS_AG0BZN6F	WGS	Medulloblastoma	12	3088286401	0.0038856499824997935
BS_AG6M7TJE	WGS	Ependymoma	45	3088286401	0.014571187434374225
BS_AGAW7M7W	WGS	Meningioma	1	3088286401	0.0003238041652083161
BS_AGD2ATY1	WGS	Ependymoma	2	3088286401	0.0006476083304166322
BS_AGGH3QGS	WGS	LGAT	4	3088286401	0.0012952166608332645
BS_AHAXPFG3	WGS	HGAT	28	3088286401	0.009066516625832851
BS_AJ0T7DJ7	WGS	LGAT	2	3088286401	0.0006476083304166322
BS_AJAH8KG5	WGS	LGAT	33	3088286401	0.010685537451874432
BS_AJFG2QDD	WGS	Craniopharyngioma	1	3088286401	0.0003238041652083161
BS_AK9BV52G	WGS	HGAT	23	3088286401	0.007447495799791271
BS_AM2TZPNS	WGS	Craniopharyngioma	2	3088286401	0.0006476083304166322
BS_APAQ2X2S	WGS	LGAT	3	3088286401	0.0009714124956249484
BS_AQECMDPP	WGS	DNET	4	3088286401	0.0012952166608332645
BS_AQMKA8NC	WGS	Embryonal Tumor	2	3088286401	0.0006476083304166322
BS_AQQY8HMR	WGS	Craniopharyngioma	8	3088286401	0.002590433321666529
BS_AR2BH0Z4	WGS	Ganglioglioma	1	3088286401	0.0003238041652083161
BS_ARE4EM81	WGS	LGAT	3	3088286401	0.0009714124956249484
BS_ASXY97FK	WGS	Medulloblastoma	5	3088286401	0.0016190208260415805
BS_AVS4DSZW	WGS	Ependymoma	1	3088286401	0.0003238041652083161
BS_AWV1EDYB	WGS	DNET	1	3088286401	0.0003238041652083161
BS_AXW0XBH8	WGS	Ganglioglioma	2	3088286401	0.0006476083304166322
BS_AYPBAHJ6	WGS	HGAT	14	3088286401	0.0045332583129164255
BS_B3RH9V17	WGS	Medulloblastoma	3	3088286401	0.0009714124956249484
BS_B4P1NP87	WGS	Ependymoma	7	3088286401	0.0022666291564582127
BS_B558FJXC	WGS	Ganglioglioma	2	3088286401	0.0006476083304166322
BS_B6K0N6HS	WGS	LGAT	4	3088286401	0.0012952166608332645
BS_B73JK7T1	WGS	Embryonal Tumor	1	3088286401	0.0003238041652083161
BS_B91XGSA5	WGS	Pineoblastoma	13	3088286401	0.004209454147708109
BS_B94G701Q	WGS	Ganglioglioma	2	3088286401	0.0006476083304166322
BS_B9QP40ER	WGS	HGAT	8	3088286401	0.002590433321666529
BS_BAVWP5JG	WGS	Meningioma	7	3088286401	0.0022666291564582127
BS_BBCM52QE	WGS	Ependymoma	2	3088286401	0.0006476083304166322
BS_BBHFKBE7	WGS	Ependymoma	5	3088286401	0.0016190208260415805
BS_BBTT7DH4	WGS	Meningioma	3	3088286401	0.0009714124956249484
BS_BD4RQ1G0	WGS	Schwannoma	2	3088286401	0.0006476083304166322
BS_BFDEZK1C	WGS	HGAT	22	3088286401	0.0071236916345829545
BS_BM95DGCQ	WGS	Other	4	3088286401	0.0012952166608332645
BS_BMHYK93N	WGS	Central neurocytoma	1	3088286401	0.0003238041652083161
BS_BNFCXVYZ	WGS	LGAT	1	3088286401	0.0003238041652083161
BS_BQ81D2BP	WGS	HGAT	7	3088286401	0.0022666291564582127
BS_BQWMQM2Y	WGS	HGAT	12	3088286401	0.0038856499824997935
BS_BR1X3R68	WGS	Adenoma	6	3088286401	0.0019428249912498967
BS_BS5X4H0Y	WGS	Other	1	3088286401	0.0003238041652083161
BS_BSM3ZHW4	WGS	Ependymoma	1	3088286401	0.0003238041652083161
BS_BWZTMWTM	WGS	Chordoma	8	3088286401	0.002590433321666529
BS_BX8AR74E	WGS	Medulloblastoma	15	3088286401	0.004857062478124742
BS_BYJDRXMK	WGS	Teratoma	1	3088286401	0.0003238041652083161
BS_BZWM455T	WGS	Ganglioglioma	1	3088286401	0.0003238041652083161
BS_C19DFVR5	WGS	HGAT	15	3088286401	0.004857062478124742
BS_C1RRDNF5	WGS	LGAT	2	3088286401	0.0006476083304166322
BS_C2NH5FDT	WGS	HGAT	16	3088286401	0.005180866643333058
BS_C3X4AEK5	WGS	DNET	7	3088286401	0.0022666291564582127
BS_C6GBYR17	WGS	LGAT	3	3088286401	0.0009714124956249484
BS_C6NB914B	WGS	Neurofibroma	1	3088286401	0.0003238041652083161
BS_CBMAWSAR	WGS	HGAT	15	3088286401	0.004857062478124742
BS_CFPWSZB5	WGS	Ependymoma	1	3088286401	0.0003238041652083161
BS_CGCNC41M	WGS	LGAT	10	3088286401	0.003238041652083161
BS_CGXTFM67	WGS	HGAT	5	3088286401	0.0016190208260415805
BS_CHAFNK64	WGS	Craniopharyngioma	1	3088286401	0.0003238041652083161
BS_CK7CPM73	WGS	Embryonal Tumor	6	3088286401	0.0019428249912498967
BS_CKY2TTXG	WGS	ATRT	21	3088286401	0.006799887469374638
BS_CP435MAC	WGS	LGAT	1	3088286401	0.0003238041652083161
BS_CPYV7AHD	WGS	LGAT	9	3088286401	0.002914237486874845
BS_CSY11X7E	WGS	Medulloblastoma	4	3088286401	0.0012952166608332645
BS_CX6KACX6	WXS	HGAT	15	149089890	0.10061044380675309
BS_CXCKHP3Z	WGS	Choroid plexus tumor	5	3088286401	0.0016190208260415805
BS_CXDKK6KS	WGS	Craniopharyngioma	1	3088286401	0.0003238041652083161
BS_CZRA594T	WGS	HGAT	2	3088286401	0.0006476083304166322
BS_D09VWF8H	WGS	LGAT	1	3088286401	0.0003238041652083161
BS_D368BNRD	WGS	HGAT	19	3088286401	0.006152279138958007
BS_D3KVGMRJ	WGS	Meningioma	3	3088286401	0.0009714124956249484
BS_D3ZV6MMY	WGS	DNET	4	3088286401	0.0012952166608332645
BS_D59VEERR	WGS	Ganglioglioma	6	3088286401	0.0019428249912498967
BS_D6STCMQS	WGS	HGAT	28	3088286401	0.009066516625832851
