Samplename	experimental_strategy	disease	count	bedlength	TMB
BS_5WK2KXYW	WGS	ATRT	3	2923762032	0.0010260752985932476
BS_5XZP7F4Q	WGS	Neurofibroma	3	2923762032	0.0010260752985932476
BS_5Y2Q63Y4	WGS	LGAT	1	2923762032	0.0003420250995310825
BS_5Z4XQC9X	WGS	LGAT	12	2923762032	0.00410430119437299
BS_5ZRZC3ZM	WGS	Ependymoma	2	2923762032	0.000684050199062165
BS_62XRDTM6	WGS	Ependymoma	1	2923762032	0.0003420250995310825
BS_6687ZNGS	WXS	HGAT	15	149089890	0.10061044380675309
BS_682Z7WH6	WGS	HGAT	14	2923762032	0.004788351393435155
BS_68TZMZH1	WGS	HGAT	58	2923762032	0.019837455772802784
BS_69VS8PS1	WGS	ETMR	6	2923762032	0.002052150597186495
BS_6B62YT97	WXS	HGAT	12	149089890	0.08048835504540247
BS_6DT506HY	WXS	HGAT	16	149089890	0.1073178067272033
BS_6F49F7WH	WGS	Chordoma	34	2923762032	0.011628853384056805
BS_6FV7BDE3	WGS	LGAT	1	2923762032	0.0003420250995310825
BS_6FYTRKJJ	WGS	Ependymoma	8	2923762032	0.00273620079624866
BS_6GN1FGTB	WGS	ATRT	2	2923762032	0.000684050199062165
BS_6GV08HTE	WGS	LGAT	1	2923762032	0.0003420250995310825
BS_6JBE0947	WGS	HGAT	37	2923762032	0.012654928682650052
BS_6NPSZJ4C	WGS	Ependymoma	2	2923762032	0.000684050199062165
BS_6Q9PMNWY	WGS	LGAT	2	2923762032	0.000684050199062165
BS_6SA5B35V	WGS	CNS neuroblastoma	5	2923762032	0.0017101254976554124
BS_6T87HSPX	WGS	Ependymoma	8	2923762032	0.00273620079624866
BS_6TMPZKSZ	WGS	Embryonal Tumor	8	2923762032	0.00273620079624866
BS_6VKKMM6M	WGS	ATRT	18	2923762032	0.006156451791559485
BS_6VTQ3W4M	WXS	HGAT	6	149089890	0.040244177522701235
BS_6X2BQQGE	WGS	Ganglioglioma	17	2923762032	0.005814426692028403
BS_6X3Z0AVR	WGS	LGAT	1	2923762032	0.0003420250995310825
BS_6XHDR1WS	WGS	LGAT	2	2923762032	0.000684050199062165
BS_6XP91JM2	WGS	LGAT	2	2923762032	0.000684050199062165
BS_6Y7FX7QJ	WGS	Ganglioglioma	1	2923762032	0.0003420250995310825
BS_6Z213H2V	WGS	MPNST	5	2923762032	0.0017101254976554124
BS_6Z4WHYDG	WGS	Ependymoma	5	2923762032	0.0017101254976554124
BS_6ZP2KRPW	WGS	DNET	2	2923762032	0.000684050199062165
BS_70FKSKM9	WGS	Medulloblastoma	1	2923762032	0.0003420250995310825
BS_71HPXFE7	WGS	Teratoma	2	2923762032	0.000684050199062165
BS_742CDKAS	WGS	HGAT	65	2923762032	0.022231631469520362
BS_74A1TB03	WGS	ATRT	7	2923762032	0.0023941756967175774
BS_74SJ7YV4	WXS	HGAT	10	149089890	0.06707362920450206
BS_74TZJTW0	WXS	HGAT	13	149089890	0.08719571796585268
BS_78TQS4Y3	WGS	LGAT	1	2923762032	0.0003420250995310825
BS_797V83YM	WGS	Ganglioglioma	1	2923762032	0.0003420250995310825
BS_79NQJZ09	WGS	HGAT	22	2923762032	0.007524552189683815
BS_79SYEHY3	WGS	HGAT	77	2923762032	0.026335932663893353
BS_7BNQBB26	WGS	Dysplasia	1	2923762032	0.0003420250995310825
BS_7F07M7JG	WGS	Medulloblastoma	4	2923762032	0.00136810039812433
BS_7GKF6M85	WGS	HGAT	15	2923762032	0.005130376492966237
BS_7HC4W4SA	WGS	LGAT	7	2923762032	0.0023941756967175774
BS_7M6F9GQD	WGS	Medulloblastoma	2	2923762032	0.000684050199062165
BS_7M7JNG00	WGS	LGAT	11	2923762032	0.0037622760948419075
BS_7PF3C1P7	WGS	HGAT	8	2923762032	0.00273620079624866
BS_7PKPNFFK	WGS	Medulloblastoma	56	2923762032	0.01915340557374062
BS_7XZNDFV4	WGS	Meningioma	5	2923762032	0.0017101254976554124
BS_80078QDG	WGS	HGAT	50	2923762032	0.017101254976554126
BS_80X7AVCP	WGS	Embryonal Tumor	6	2923762032	0.002052150597186495
BS_8226HD4X	WGS	DNET	1	2923762032	0.0003420250995310825
BS_823V5X6Z	WGS	HGAT	9	2923762032	0.0030782258957797425
BS_83MSWR59	WGS	Ependymoma	6	2923762032	0.002052150597186495
BS_84AQCZE4	WGS	Meningioma	2	2923762032	0.000684050199062165
BS_853PNV7P	WGS	HGAT	18	2923762032	0.006156451791559485
BS_859AV1DB	WGS	ATRT	2	2923762032	0.000684050199062165
BS_85Q5P8GF	WGS	HGAT	162	2923762032	0.055408066124035364
BS_85Y70BHE	WGS	Adenoma	2	2923762032	0.000684050199062165
BS_86QSEFS7	WGS	Ependymoma	37	2923762032	0.012654928682650052
BS_872Q3FK2	WGS	HGAT	74	2923762032	0.025309857365300104
BS_895FJ34T	WGS	LGAT	1	2923762032	0.0003420250995310825
BS_89RCN9PF	WGS	LGAT	1	2923762032	0.0003420250995310825
BS_8AY2GM4G	WGS	HGAT	10511	2923762032	3.595025821171208
BS_8B1YF57H	WGS	LGAT	2	2923762032	0.000684050199062165
BS_8BD8WD38	WGS	Medulloblastoma	4	2923762032	0.00136810039812433
BS_8BS10XE2	WGS	Choroid plexus tumor	1	2923762032	0.0003420250995310825
BS_8D52JK1Q	WGS	Other	13	2923762032	0.0044463262939040725
BS_8EB1S8MK	WGS	LGAT	2	2923762032	0.000684050199062165
BS_8FSJDG2T	WGS	HGAT	18	2923762032	0.006156451791559485
BS_8H2XX24V	WGS	Medulloblastoma	11	2923762032	0.0037622760948419075
BS_8Q8CAY84	WGS	Other	1	2923762032	0.0003420250995310825
BS_8Q8N6AHW	WGS	HGAT	40	2923762032	0.013681003981243299
BS_8SETK1J4	WGS	Ependymoma	5	2923762032	0.0017101254976554124
BS_8SYN7GXG	WGS	HGAT	23	2923762032	0.007866577289214898
BS_8W0FNBWF	WGS	LGAT	1	2923762032	0.0003420250995310825
BS_8WJR4AA3	WGS	ATRT	4	2923762032	0.00136810039812433
BS_8YQGSMDK	WGS	Medulloblastoma	3	2923762032	0.0010260752985932476
BS_922YMFYK	WGS	Neurofibroma	1	2923762032	0.0003420250995310825
BS_928HWFFM	WGS	HGAT	61	2923762032	0.020863531071396033
BS_93B38HPS	WGS	Ganglioglioma	1	2923762032	0.0003420250995310825
BS_93BV8AY9	WGS	Neurofibroma	3	2923762032	0.0010260752985932476
BS_947CK40E	WGS	Other	1	2923762032	0.0003420250995310825
BS_94AP61Q5	WGS	Ganglioglioma	3	2923762032	0.0010260752985932476
BS_95RRF4NE	WGS	LGAT	5	2923762032	0.0017101254976554124
BS_969K7ZM1	WGS	Craniopharyngioma	1	2923762032	0.0003420250995310825
BS_96S0VQBN	WGS	HGAT	57	2923762032	0.019495430673271703
BS_99PPRCW4	WGS	Ependymoma	4	2923762032	0.00136810039812433
BS_9BF58P80	WGS	Medulloblastoma	5	2923762032	0.0017101254976554124
BS_9BGCH82S	WGS	Glial-neuronal tumor NOS	2	2923762032	0.000684050199062165
BS_9BN45DFK	WGS	Pineoblastoma	19	2923762032	0.006498476891090567
BS_9CMJ3QF6	WGS	Medulloblastoma	25	2923762032	0.008550627488277063
BS_9D39MFHT	WGS	Medulloblastoma	6	2923762032	0.002052150597186495
BS_9DM8H1RX	WGS	HGAT	7	2923762032	0.0023941756967175774
BS_9DN4QR6E	WXS	HGAT	17	149089890	0.11402516964765351
BS_9E632VPJ	WGS	Ependymoma	7	2923762032	0.0023941756967175774
BS_9E6Q11G2	WGS	LGAT	1	2923762032	0.0003420250995310825
BS_9F2J6VS1	WGS	Craniopharyngioma	2	2923762032	0.000684050199062165
BS_9G7ETYHR	WGS	Medulloblastoma	6	2923762032	0.002052150597186495
BS_9GJHMA3J	WGS	Ependymoma	55	2923762032	0.01881138047420954
BS_9GN1QA3Q	WGS	Chordoma	22	2923762032	0.007524552189683815
BS_9GSWPZ44	WGS	LGAT	10	2923762032	0.0034202509953108248
BS_9HEMB7RK	WGS	Ganglioglioma	8	2923762032	0.00273620079624866
BS_9JVGXA2W	WGS	Ependymoma	2	2923762032	0.000684050199062165
BS_9KDA3HG6	WGS	ATRT	2	2923762032	0.000684050199062165
BS_9M49SGAQ	WGS	Ganglioglioma	3	2923762032	0.0010260752985932476
BS_9N3B3HZB	WGS	Ependymoma	5	2923762032	0.0017101254976554124
BS_9NF39QAW	WGS	LGAT	3	2923762032	0.0010260752985932476
BS_9P4NDTKJ	WGS	HGAT	44	2923762032	0.01504910437936763
BS_9PQPZPGM	WGS	Ependymoma	1	2923762032	0.0003420250995310825
BS_9QMVZ4C0	WGS	DNET	1	2923762032	0.0003420250995310825
BS_9SVMVJ45	WGS	CNS EFT-CIC	13	2923762032	0.0044463262939040725
BS_9YPJANGX	WGS	Medulloblastoma	10	2923762032	0.0034202509953108248
BS_9ZFXXJPK	WGS	Ependymoma	24	2923762032	0.00820860238874598
BS_A1DV9T7G	WGS	Neurofibroma	32	2923762032	0.01094480318499464
BS_A4KYP5H0	WGS	Medulloblastoma	14	2923762032	0.004788351393435155
BS_A6YJ3WG2	WXS	HGAT	7	149089890	0.046951540443151446
BS_A70G7S2W	WGS	Other	33	2923762032	0.011286828284525723
BS_A94A7EJ4	WGS	ATRT	91	2923762032	0.03112428405732851
BS_A9S5HT6P	WGS	Adenoma	2	2923762032	0.000684050199062165
BS_ABENB1H2	WGS	LGAT	1	2923762032	0.0003420250995310825
BS_ABZ3BK38	WGS	HGAT	20	2923762032	0.0068405019906216495
BS_ACE6QKVF	WGS	Craniopharyngioma	2	2923762032	0.000684050199062165
BS_ACTR13BQ	WGS	Craniopharyngioma	2	2923762032	0.000684050199062165
BS_AEEKJ1QK	WXS	HGAT	5	149089890	0.03353681460225103
BS_AEMRNSQX	WGS	LGAT	6	2923762032	0.002052150597186495
BS_AF5D41PD	WGS	HGAT	7	2923762032	0.0023941756967175774
BS_AFAHY6HP	WGS	HGAT	9	2923762032	0.0030782258957797425
BS_AFBPM6CN	WGS	HGAT	111	2923762032	0.03796478604795016
BS_AG0BZN6F	WGS	Medulloblastoma	12	2923762032	0.00410430119437299
BS_AG6M7TJE	WGS	Ependymoma	45	2923762032	0.015391129478898712
BS_AGAW7M7W	WGS	Meningioma	1	2923762032	0.0003420250995310825
BS_AGD2ATY1	WGS	Ependymoma	2	2923762032	0.000684050199062165
BS_AGGH3QGS	WGS	LGAT	4	2923762032	0.00136810039812433
BS_AHAXPFG3	WGS	HGAT	28	2923762032	0.00957670278687031
BS_AJ0T7DJ7	WGS	LGAT	2	2923762032	0.000684050199062165
BS_AJAH8KG5	WGS	LGAT	33	2923762032	0.011286828284525723
BS_AJFG2QDD	WGS	Craniopharyngioma	1	2923762032	0.0003420250995310825
BS_AK9BV52G	WGS	HGAT	23	2923762032	0.007866577289214898
BS_AM2TZPNS	WGS	Craniopharyngioma	2	2923762032	0.000684050199062165
BS_APAQ2X2S	WGS	LGAT	3	2923762032	0.0010260752985932476
BS_AQECMDPP	WGS	DNET	4	2923762032	0.00136810039812433
BS_AQMKA8NC	WGS	Embryonal Tumor	2	2923762032	0.000684050199062165
BS_AQQY8HMR	WGS	Craniopharyngioma	8	2923762032	0.00273620079624866
BS_AR2BH0Z4	WGS	Ganglioglioma	1	2923762032	0.0003420250995310825
BS_ARE4EM81	WGS	LGAT	3	2923762032	0.0010260752985932476
BS_ASXY97FK	WGS	Medulloblastoma	5	2923762032	0.0017101254976554124
BS_AVS4DSZW	WGS	Ependymoma	1	2923762032	0.0003420250995310825
BS_AWV1EDYB	WGS	DNET	1	2923762032	0.0003420250995310825
BS_AXW0XBH8	WGS	Ganglioglioma	2	2923762032	0.000684050199062165
BS_AYPBAHJ6	WGS	HGAT	14	2923762032	0.004788351393435155
BS_B3RH9V17	WGS	Medulloblastoma	3	2923762032	0.0010260752985932476
BS_B4P1NP87	WGS	Ependymoma	7	2923762032	0.0023941756967175774
BS_B558FJXC	WGS	Ganglioglioma	2	2923762032	0.000684050199062165
BS_B6K0N6HS	WGS	LGAT	4	2923762032	0.00136810039812433
BS_B73JK7T1	WGS	Embryonal Tumor	1	2923762032	0.0003420250995310825
BS_B91XGSA5	WGS	Pineoblastoma	13	2923762032	0.0044463262939040725
BS_B94G701Q	WGS	Ganglioglioma	2	2923762032	0.000684050199062165
BS_B9QP40ER	WGS	HGAT	8	2923762032	0.00273620079624866
BS_BAVWP5JG	WGS	Meningioma	7	2923762032	0.0023941756967175774
BS_BBCM52QE	WGS	Ependymoma	2	2923762032	0.000684050199062165
BS_BBHFKBE7	WGS	Ependymoma	5	2923762032	0.0017101254976554124
BS_BBTT7DH4	WGS	Meningioma	3	2923762032	0.0010260752985932476
BS_BD4RQ1G0	WGS	Schwannoma	2	2923762032	0.000684050199062165
BS_BFDEZK1C	WGS	HGAT	22	2923762032	0.007524552189683815
BS_BM95DGCQ	WGS	Other	4	2923762032	0.00136810039812433
BS_BMHYK93N	WGS	Central neurocytoma	1	2923762032	0.0003420250995310825
BS_BNFCXVYZ	WGS	LGAT	1	2923762032	0.0003420250995310825
BS_BQ81D2BP	WGS	HGAT	7	2923762032	0.0023941756967175774
BS_BQWMQM2Y	WGS	HGAT	12	2923762032	0.00410430119437299
BS_BR1X3R68	WGS	Adenoma	6	2923762032	0.002052150597186495
BS_BS5X4H0Y	WGS	Other	1	2923762032	0.0003420250995310825
BS_BSM3ZHW4	WGS	Ependymoma	1	2923762032	0.0003420250995310825
BS_BWZTMWTM	WGS	Chordoma	8	2923762032	0.00273620079624866
BS_BX8AR74E	WGS	Medulloblastoma	15	2923762032	0.005130376492966237
BS_BYJDRXMK	WGS	Teratoma	1	2923762032	0.0003420250995310825
BS_BZWM455T	WGS	Ganglioglioma	1	2923762032	0.0003420250995310825
BS_C19DFVR5	WGS	HGAT	15	2923762032	0.005130376492966237
BS_C1RRDNF5	WGS	LGAT	2	2923762032	0.000684050199062165
BS_C2NH5FDT	WGS	HGAT	16	2923762032	0.00547240159249732
BS_C3X4AEK5	WGS	DNET	7	2923762032	0.0023941756967175774
BS_C6GBYR17	WGS	LGAT	3	2923762032	0.0010260752985932476
BS_C6NB914B	WGS	Neurofibroma	1	2923762032	0.0003420250995310825
BS_CBMAWSAR	WGS	HGAT	15	2923762032	0.005130376492966237
BS_CFPWSZB5	WGS	Ependymoma	1	2923762032	0.0003420250995310825
BS_CGCNC41M	WGS	LGAT	10	2923762032	0.0034202509953108248
BS_CGXTFM67	WGS	HGAT	5	2923762032	0.0017101254976554124
BS_CHAFNK64	WGS	Craniopharyngioma	1	2923762032	0.0003420250995310825
BS_CK7CPM73	WGS	Embryonal Tumor	6	2923762032	0.002052150597186495
BS_CKY2TTXG	WGS	ATRT	21	2923762032	0.007182527090152733
BS_CP435MAC	WGS	LGAT	1	2923762032	0.0003420250995310825
BS_CPYV7AHD	WGS	LGAT	9	2923762032	0.0030782258957797425
BS_CSY11X7E	WGS	Medulloblastoma	4	2923762032	0.00136810039812433
BS_CX6KACX6	WXS	HGAT	15	149089890	0.10061044380675309
BS_CXCKHP3Z	WGS	Choroid plexus tumor	5	2923762032	0.0017101254976554124
BS_CXDKK6KS	WGS	Craniopharyngioma	1	2923762032	0.0003420250995310825
BS_CZRA594T	WGS	HGAT	2	2923762032	0.000684050199062165
BS_D09VWF8H	WGS	LGAT	1	2923762032	0.0003420250995310825
BS_D368BNRD	WGS	HGAT	19	2923762032	0.006498476891090567
BS_D3KVGMRJ	WGS	Meningioma	3	2923762032	0.0010260752985932476
BS_D3ZV6MMY	WGS	DNET	4	2923762032	0.00136810039812433
BS_D59VEERR	WGS	Ganglioglioma	6	2923762032	0.002052150597186495
BS_D6STCMQS	WGS	HGAT	28	2923762032	0.00957670278687031
BS_D6XHKZDZ	WGS	HGAT	2	2923762032	0.000684050199062165
BS_DC7XYYG8	WGS	LGAT	1	2923762032	0.0003420250995310825
